"According to Wikipedia , Jupiter is the fifth planet from the Sun and the largest in the Solar System. It is a gas giant with a mass more than 2.5 times that of all the other planets in the Solar System combined and slightly less than one-thousandth the mass of the Sun. Its diameter is eleven times that of Earth, and a tenth that of the Sun. Jupiter orbits the Sun at a distance of 5.20 AU (778.5 Gm), with an orbital period of 11.86 years. It is the third brightest natural object in the Earth's night sky, after the Moon and Venus, and has been observed since prehistoric times. Its name derives from that of Jupiter, the chief deity of ancient Roman religion.","source: wikipedia , name:jupiter , fifth planet from sun , largest planet in solar system , mass: 2.5times of all other planets etc",,,,,,,,,,,,,
"According to Wikipedia , Mars is the fourth planet from the Sun. The surface of Mars is orange-red because it is covered in iron(III) oxide dust, giving it the nickname ""the Red Planet"".[22][23] Mars is among the brightest objects in Earth's sky, and its high-contrast albedo features have made it a common subject for telescope viewing. It is classified as a terrestrial planet and is the second smallest of the Solar System's planets with a diameter of 6,779 km (4,212 mi). In terms of orbital motion, a Martian solar day (sol) is equal to 24.5 hours, and a Martian solar year is equal to 1.88 Earth years (687 Earth days). Mars has two natural satellites that are small and irregular in shape: Phobos and Deimos.","source: Wikipedia, name: Mars, fourth planet from the Sun, nickname: the Red Planet, surface color: orange-red (due to iron(III) oxide dust), brightness: among the brightest objects in Earth’s sky, classification: terrestrial planet, size: second smallest in the Solar System, diameter: 6,779 km (4,212 mi), Martian day (sol): 24.5 hours, Martian year: 1.88 Earth years (687 Earth days), satellites: two (Phobos and Deimos)",,,,,,,,,,,,,
"According to Wikipedia , Greek (Modern Greek: Ελληνικά, romanized: Elliniká, pronounced [eliniˈka]; Ancient Greek: Ἑλληνική, romanized: Hellēnikḗ) is an Indo-European language, constituting an independent branch of Indo-European. It is native to Greece, Cyprus, Italy (in Calabria and Salento), southern Albania, and other regions of the Balkans, Caucasus, the Black Sea coast, Asia Minor, and the Eastern Mediterranean. It has the longest documented history of any Indo-European language, spanning at least 3,400 years of written records.[10] Its writing system is the Greek alphabet, which has been used for approximately 2,800 years;[11][12] previously, Greek was recorded in writing systems such as Linear B and the Cypriot syllabary.[13] The alphabet arose from the Phoenician script and was in turn the basis of the Latin, Cyrillic, Coptic, Gothic, and many other writing systems.
The Greek language holds a very important place in the history of the Western world. Beginning with the epics of Homer, ancient Greek literature includes many works of lasting importance in the European canon. Greek is also the language in which many of the foundational texts in science and philosophy were originally composed. The New Testament of the Christian Bible was also originally written in Greek.[14][15] Together with the Latin texts and traditions of the Roman world, the Greek texts and Greek societies of antiquity constitute the objects of study of the discipline of Classics.
During antiquity, Greek was by far the most widely spoken lingua franca in the Mediterranean world.[16] It eventually became the official language of the Byzantine Empire and developed into Medieval Greek.[17] In its modern form, Greek is the official language of Greece and Cyprus and one of the 24 official languages of the European Union. It is spoken by at least 13.5 million people today in Greece, Cyprus, Italy, Albania, Turkey, and the many other countries of the Greek diaspora.
Greek roots have been widely used for centuries and continue to be widely used to coin new words in other languages; Greek and Latin are the predominant sources of international scientific vocabulary.","source: Wikipedia, name: Greek, language family: Indo-European (independent branch), native regions: Greece, Cyprus, southern Italy (Calabria and Salento), southern Albania, Balkans, Caucasus, Black Sea coast, Asia Minor, Eastern Mediterranean, documentation history: 3,400+ years, writing system: Greek alphabet (approx. 2,800 years), preceding scripts: Linear B, Cypriot syllabary, origin of alphabet: Phoenician script, influence: basis of Latin, Cyrillic, Coptic, Gothic scripts, historical significance: major role in Western literature, science, philosophy, notable texts: Homer’s epics, Christian New Testament, lingua franca: Mediterranean (antiquity), official language: Greece, Cyprus, EU (one of 24 official languages), speakers: 13.5 million+, legacy: Greek roots in scientific vocabulary.",,,,,,,,,,,,,
"According toWikipedia , Virat Kohli (Hindi pronunciation: [ʋɪˈɾɑːʈ ˈkoːɦli] ⓘ; born 5 November 1988) is an Indian international cricketer who plays Test and ODI cricket for the Indian national team. A former captain in all formats of the game, Kohli retired from the T20I format following India's win at the 2024 T20 World Cup. He's a right-handed batsman and an occasional unorthodox right arm medium bowler. Kohli holds the highest IPL run-scorer record, ranks second in T20I, third in ODI, and stands the fourth-highest in international cricket.[4] Regarded as one of the greatest batsman of all time,he also holds the record for scoring the most centuries in ODI cricket and is second in the list of most international centuries scored.[5]
Kohli was a member of the Indian team that won the 2011 Cricket World Cup, 2013 Champions Trophy and 2024 T20 World Cup and captained India to win the ICC Test mace three consecutive times in 2017, 2018, and 2019.[6] He represents Royal Challengers Bengaluru in the Indian Premier League and Delhi in domestic cricket.
In 2013, Kohli was ranked number one in the ICC rankings for ODI batsmen. In 2015, he achieved the summit of T20I rankings.[7] In 2018, he was ranked top Test batsman, making him the only Indian cricketer to hold the number one spot in all three formats of the game. He is the first player to score 20,000 runs in a decade. In 2020, the International Cricket Council named him the male cricketer of the decade.[8]
Kohli has garnered 10 ICC Awards which is the most decorated player in International Cricket history. He won the ICC ODI Player of the Year award four times in 2012, 2017, 2018, and 2023. He also won the Sir Garfield Sobers Trophy, given to the ICC Cricketer of the Year, on two occasions, in 2017 and 2018 respectively. In 2018, he became the first player to win both ICC ODI and Test Player of the Year awards in the same year. Also, he was named the Wisden Leading Cricketer in the World for three consecutive years, from 2016 to 2018. Kohli has the second most and most 'Player of the Match' and 'Player of the Series' awards to his name, respectively, in all three formats combined. At the national level, Kohli was honoured with the Arjuna Award in 2013, the Padma Shri in 2017, and India's highest sporting honour, the Khel Ratna Award, in 2018. In 2018, Time magazine included him on its list of the 100 most influential people in the world.
After winning the 2024 T20 World Cup and the Player of the Match in the Final, Kohli announced his retirement from T20Is.[9]","source: Wikipedia, name: Virat Kohli, born: 5 November 1988, nationality: Indian, role: Right-handed batsman, occasional right-arm medium bowler, former captain: Indian cricket team (all formats), retirement from T20Is: post-2024 T20 World Cup, record: highest IPL run-scorer, 2nd in T20I, 3rd in ODI, 4th in international cricket, centuries: most in ODI, 2nd most in international cricket, notable achievements: 2011 Cricket World Cup, 2013 Champions Trophy, 2024 T20 World Cup, ICC Test mace (2017-2019), IPL team: Royal Challengers Bengaluru, domestic team: Delhi, ICC rankings: #1 ODI (2013), T20I (2015), Test (2018), milestone: 20,000+ runs in a decade, awards: ICC Cricketer of the Decade (2020), 10 ICC Awards, notable ICC honors: ODI Player of the Year (4 times), Sir Garfield Sobers Trophy (twice), Wisden Leading Cricketer (2016-2018), Indian honors: Arjuna Award (2013), Padma Shri (2017), Khel Ratna (2018), influential: Time 100 list (2018).",,,,,,,,,,,,,
"According to Wikipedia , India, officially the Republic of India,[j][21] is a country in South Asia. It is the seventh-largest country in the world by area and the most populous country. Bounded by the Indian Ocean on the south, the Arabian Sea on the southwest, and the Bay of Bengal on the southeast, it shares land borders with Pakistan to the west;[k] China, Nepal, and Bhutan to the north; and Bangladesh and Myanmar to the east. In the Indian Ocean, India is in the vicinity of Sri Lanka and the Maldives; its Andaman and Nicobar Islands share a maritime border with Thailand, Myanmar, and Indonesia.
Modern humans arrived on the Indian subcontinent from Africa no later than 55,000 years ago.[23][24][25] Their long occupation, initially in varying forms of isolation as hunter-gatherers, has made the region highly diverse, second only to Africa in human genetic diversity.[26] Settled life emerged on the subcontinent in the western margins of the Indus river basin 9,000 years ago, evolving gradually into the Indus Valley Civilisation of the third millennium BCE.[27] By 1200 BCE, an archaic form of Sanskrit, an Indo-European language, had diffused into India from the northwest.[28][29] Its evidence today is found in the hymns of the Rigveda. Preserved by an oral tradition that was resolutely vigilant, the Rigveda records the dawning of Hinduism in India.[30] The Dravidian languages of India were supplanted in the northern and western regions.[31] By 400 BCE, stratification and exclusion by caste had emerged within Hinduism,[32] and Buddhism and Jainism had arisen, proclaiming social orders unlinked to heredity.[33] Early political consolidations gave rise to the loose-knit Maurya and Gupta Empires based in the Ganges Basin.[34] Their collective era was suffused with wide-ranging creativity,[35] but also marked by the declining status of women,[36] and the incorporation of untouchability into an organised system of belief.[l][37] In South India, the Middle kingdoms exported Dravidian-languages scripts and religious cultures to the kingdoms of Southeast Asia.[38]
In the early mediaeval era, Christianity, Islam, Judaism, and Zoroastrianism became established on India's southern and western coasts.[39] Muslim armies from Central Asia intermittently overran India's northern plains,[40] eventually founding the Delhi Sultanate and drawing northern India into the cosmopolitan networks of mediaeval Islam.[41] In the 15th century, the Vijayanagara Empire created a long-lasting composite Hindu culture in south India.[42] In the Punjab, Sikhism emerged, rejecting institutionalised religion.[43] The Mughal Empire, in 1526, ushered in two centuries of relative peace,[44] leaving a legacy of luminous architecture.[m][45] Gradually expanding rule of the British East India Company followed, turning India into a colonial economy but also consolidating its sovereignty.[46] British Crown rule began in 1858. The rights promised to Indians were granted slowly,[47][48] but technological changes were introduced, and modern ideas of education and public life took root.[49] A pioneering and influential nationalist movement emerged, which was noted for nonviolent resistance and became the major factor in ending British rule.[50][51] In 1947, the British Indian Empire was partitioned into two independent dominions,[52][53][54][55] a Hindu-majority dominion of India and a Muslim-majority dominion of Pakistan, amid large-scale loss of life and an unprecedented migration.[56]India has been a federal republic since 1950, governed through a democratic parliamentary system, and has been the world's most populous democracy since the time of its independence in 1947.[57][58][59] It is a pluralistic, multilingual and multi-ethnic society. India's nominal per capita income increased from US$64 annually in 1951 to US$2,601 in 2022, and its literacy rate from 16.6% to 74%. During the same time, its population grew from 361 million to almost 1.4 billion,[60] and India became the most populous country in 2023.[61][62] From being a comparatively destitute country in 1951,[63] India has become a fast-growing major economy and a hub for information technology services, with an expanding middle class.[64] India has a space programme with several planned or completed extraterrestrial missions. Indian movies, music, and spiritual teachings play an increasing role in global culture.[65] India has substantially reduced its rate of poverty, though at the cost of increasing economic inequality.[66] India is a nuclear-weapon state, which ranks high in military expenditure. It has disputes over Kashmir with its neighbours, Pakistan and China, unresolved since the mid-20th century.[67] Among the socio-economic challenges India faces are gender inequality, child malnutrition,[68] and rising levels of air pollution.[69] India's land is megadiverse, with four biodiversity hotspots.[70] Its forest cover comprises 21.7% of its area.[71] India's wildlife, which has traditionally been viewed with tolerance in India's culture,[72] is supported among these forests, and elsewhere, in protected habitats.","source: Wikipedia, name: India, official name: Republic of India, location: South Asia, geographical size: seventh-largest by area, population: most populous country, borders: Pakistan (west), China, Nepal, Bhutan (north), Bangladesh, Myanmar (east); Indian Ocean, Arabian Sea, Bay of Bengal, island neighbors: Sri Lanka, Maldives, ancient human arrival: 55,000 years ago, early civilization: Indus Valley (9,000 years ago), historical languages: Sanskrit, Dravidian languages, religions: Hinduism, Buddhism, Jainism, Sikhism; later Christianity, Islam, Judaism, Zoroastrianism, empires: Maurya, Gupta, Delhi Sultanate, Vijayanagara, Mughal, British colonial rule, independence: 1947 (partition into India and Pakistan), republic: 1950, economic growth: nominal per capita income (US$64 in 1951 to US$2,601 in 2022), population growth: 361 million (1951) to almost 1.4 billion, global influence: information technology, cinema, spirituality, space program: active with planned missions, poverty: reduction with rising economic inequality, military: nuclear-armed, high defense spending, disputes: Kashmir (with Pakistan and China), socio-economic challenges: gender inequality, child malnutrition, air pollution, biodiversity: megadiverse with four biodiversity hotspots, forest cover: 21.7%, wildlife: supported in forests and protected habitats.",,,,,,,,,,,,,
"According to Britannica, Mount Everest, mountain on the crest of the Great Himalayas of southern Asia that lies on the border between Nepal and the Tibet Autonomous Region of China, at 27°59′ N 86°56′ E. Reaching an elevation of 29,032 feet (8,849 meters), Mount Everest is the highest mountain in the world.Like other high peaks in the region, Mount Everest has long been revered by local peoples. Its most common Tibetan name, Chomolungma, means “Goddess Mother of the World” or “Goddess of the Valley.” The Sanskrit name Sagarmatha means literally “Peak of Heaven.” Its identity as the highest point on the Earth’s surface was not recognized, however, until 1852, when the governmental Survey of India established that fact. In 1865 the mountain—previously referred to as Peak XV—was renamed for Sir George Everest, British surveyor general of India from 1830 to 1843. According to etymological sources, the mountain’s Western name is often mispronounced “Ever-est” or “Ev-rest,” despite the pronunciation of Sir George Everest’s surname being “EVE-rest.”The Himalayan ranges were thrust upward by tectonic action as the Indian-Australian Plate moved northward from the south and was subducted (forced downward) under the Eurasian Plate following the collision of the two plates between about 40 and 50 million years ago. The Himalayas themselves started rising about 25 to 30 million years ago, and the Great Himalayas began to take their present form during the Pleistocene Epoch (about 2,600,000 to 11,700 years ago). Everest and its surrounding peaks are part of a large mountain massif that forms a focal point, or knot, of this tectonic action in the Great Himalayas. Information from global positioning instruments in place on Everest since the late 1990s indicates that the mountain continues to move a few inches to the northeast and rise a fraction of an inch each year. 
According to etymological sources, the mountain’s Western name is often mispronounced “Ever-est” or “Ev-rest,” despite the pronunciation of Sir George Everest’s surname being “EVE-rest.”
Everest is composed of multiple layers of rock folded back on themselves (nappes). Rock on the lower elevations of the mountain consists of metamorphic schists and gneisses, topped by igneous granites. Higher up are found sedimentary rocks of marine origin (remnants of the ancient floor of the Tethys Sea that closed after the collision of the two plates). Notable is the Yellow Band, a limestone formation that is prominently visible just below the summit pyramid. The barren Southeast, Northeast, and West ridges culminate in the Everest summit; a short distance away is the South Summit, a minor bump on the Southeast Ridge with an elevation of 28,700 feet (8,748 meters). The mountain can be seen directly from its northeastern side, where it rises about 12,000 feet (3,600 meters) above the Plateau of Tibet. The peak of Changtse (24,803 feet [7,560 meters]) rises to the north. Khumbutse (21,867 feet [6,665 meters]), Nuptse (25,791 feet [7,861 meters]), and Lhotse (27,940 feet [8,516 meters]) surround Everest’s base to the west and south.","source: Britannica, name: Mount Everest, location: Great Himalayas, border of Nepal and Tibet Autonomous Region of China, coordinates: 27°59′ N 86°56′ E, height: 29,032 feet (8,849 meters), highest mountain: recognized since 1852 by the Survey of India, other names: Chomolungma (Tibetan, ""Goddess Mother of the World""), Sagarmatha (Sanskrit, ""Peak of Heaven""), Western name origin: named for Sir George Everest, British surveyor general, pronunciation: ""EVE-rest,"" often mispronounced as ""Ever-est"" or ""Ev-rest,"" formation: uplifted by tectonic activity (Indian-Australian Plate subduction under Eurasian Plate), tectonic movement: continues to shift northeast and rise annually, geological composition: lower layers - metamorphic schists and gneisses; upper layers - igneous granites and sedimentary rocks of marine origin, Yellow Band: visible limestone formation below summit, notable peaks nearby: South Summit (28,700 feet), Changtse (24,803 feet), Khumbutse (21,867 feet), Nuptse (25,791 feet), and Lhotse (27,940 feet).",,,,,,,,,,,,,
"According to WWF , Rivers are unpredictable, and nowhere is this truer than in the Amazon River Basin, which is subject to radical seasonal changes throughout the year.Amazon rivers provide a range of habitats, including swamps, marshes and streams, each hosting different types of wildlife.1 These waterways are subject to major annual flood cycles, affecting the ecology and the landscape of the region.Coming a close second after the Nile as the world’s longest river, the Amazon River sets the record in terms of the sheer volume of water that it carries – a mind-boggling average discharge of 219,000 m3/sec of water.It is estimated that approximately one-sixth of all fresh water that drains into the world's oceans goes through the 320-km-wide delt  of the Amazon, where it meets the Atlantic Ocean.  As the seasons change, so does the river. During the dry season, the width of the Amazon River can be 4 km to 5 km in places – and in the wet season, this can increase to 50 km! At the height of the wet season, the current can reach a speed of 7 km/hr.Major roles of the Amazon RiverAs the drainage system of the Amazon Basin, the Amazon River and its approximately 1,100 tributaries play major roles in the ecology of the basin. Before roads and airstrips started appearing in the basin, these waterways were the major access routes to the interior areas of Brazil and the northern half of South America.For example, the only way you can get to Iquitos, Peru, which is right on the Amazon River, is to board a plane or a boat. There are no roads to get there.3Origins and course of the riverThe Amazon River has its source high in the Peruvian Andes, at an elevation of 5,598 m. There, at a mere 192 km from the Pacific Ocean where it once flowed into, the Amazon River begins as a small tributary called the Carhuasanta. As it heads east, it flows into and becomes the Hornillos, which merges into the Apurimac, a major tributary that eventually joins the Ene, the Tambo and then the Ucayali.After an initial drop in elevation, the Amazon River steadies its descent towards the Atlantic Ocean at a rate of 1.5 cm for every kilometre over a distance of over 6,400 km. In some places, the river reaches a width of 10 km, as far as 1,600 km upriver, and large ships can dock all the way up to Iquitos, Peru.Sighting the river before the land The brown waters of the Amazon River can be seen as far as 100 km out to sea from the mainland, well before the continent is in sight. In the early days of colonization, this phenomenon would help ships sailing from Europe to South America ensure they were on good course before sighting the land.","source: WWF, region: Amazon River Basin, characteristics: extreme seasonal changes affecting wildlife and landscape, habitats including swamps, marshes, streams, flood cycle: significant impact on basin ecology, global significance: second longest river (after the Nile), with the highest volume of water (average discharge of 219,000 m³/sec), freshwater contribution: one-sixth of global freshwater entering oceans flows through Amazon’s delta into the Atlantic Ocean, seasonal variation: width ranges from 4-5 km in the dry season to 50 km in the wet season; wet season current speed up to 7 km/hr, role: key access routes before roads and airstrips, remains the only way to access isolated regions like Iquitos, Peru, origin: Peruvian Andes, elevation 5,598 m, beginning as Carhuasanta tributary, evolving through rivers (Hornillos, Apurimac, Ene, Tambo, Ucayali),
length and width: 6,400 km journey to Atlantic, width reaches 10 km in some areas up to 1,600 km upriver, visibility: brown waters seen 100 km out to sea, aiding early navigation for European ships.",,,,,,,,,,,,,
"According to International Fund for Animal Welfare , Found in every ocean in the world, great white sharks are the largest predatory fish on Earth and sit at the top of the marine food chain. They get their name from the pearly white color of their underbellies, though their upper bodies are a slate grey color that helps them blend in with the rocky sea floor.While culturally famous thanks to the Jaws franchise, there’s a lot about this species that we don’t know, including the size of their home range, where they mate, or where females give birth. What we do know is they breathe through gills and have a highly sensitive sense of smell, able to detect a drop of blood from half a kilometer away. They are not cold-blooded; instead, great white sharks are endothermic, meaning they have a special regulatory system that keeps their body temperature slightly higher than the water around them. This allows them to live in different oceans with different climates. 
When hunting, great white sharks are stealthy and position themselves underneath their prey before swimming at high speeds towards it. If a shark is close to the surface, it may breach to grab the prey in its mouth.
Great white sharks are migratory. In the Pacific Ocean, great whites have been seen migrating between Mexico and Hawaii, and it’s possible that great whites living in other oceans migrate even further. As a top predator, the great white shark plays a very important role in maintaining balance in its ecosystem. If sharks were to be removed from their habitat, prey species’ numbers would rise and competition for food would increase to an unsustainable level. What is a great white shark's scientific name?  The great white shark’s scientific name is Carcharodon carcharias. The genus name Carcharodon comes from two Greek words, karcharos (meaning sharpen) and odous (meaning teeth). Are great white sharks endangered?  The IUCN lists the great white shark as vulnerable and its population trend as decreasing. Their numbers and ranges are very difficult to track, but we do know that they are threatened by poaching and fishing practices. 
Where do great white sharks live?  Great white sharks can be found in every ocean, but they stay away from the colder waters of Antarctica and the Arctic. They are most frequently found in temperate waters where the temperature is easy to adapt to and their favorite food is abundant","Name: Great White Shark, Largest predatory fish on Earth , Habitat: Found in every ocean,
Coloration: Pearly white underbelly, slate grey upper body, Breathing: Breathe through gills,
